FPR	TPR	Tissue	Treshold
0.004545	0.795455	Heart_-_Atrial_Appendage	0.009581
0.022727	0.909091	Heart_-_Atrial_Appendage	0.005705
0.718182	1.000000	Heart_-_Atrial_Appendage	0.000000
0.125000	0.977273	Heart_-_Atrial_Appendage	0.000150
0.561364	1.000000	Heart_-_Atrial_Appendage	0.000000
0.897727	1.000000	Heart_-_Atrial_Appendage	0.000000
0.577273	1.000000	Heart_-_Atrial_Appendage	0.000000
0.654545	1.000000	Heart_-_Atrial_Appendage	0.000000
0.059091	0.965909	Heart_-_Atrial_Appendage	0.001359
0.000000	0.738636	Heart_-_Atrial_Appendage	0.010107
0.000000	0.011364	Heart_-_Atrial_Appendage	0.011356
0.715909	1.000000	Heart_-_Atrial_Appendage	0.000000
0.040909	0.943182	Heart_-_Atrial_Appendage	0.002846
0.352273	0.988636	Heart_-_Atrial_Appendage	0.000000
0.000000	0.340909	Heart_-_Atrial_Appendage	0.011177
0.025000	0.931818	Heart_-_Atrial_Appendage	0.004798
0.102273	0.977273	Heart_-_Atrial_Appendage	0.000332
0.327273	0.988636	Heart_-_Atrial_Appendage	0.000000
0.852273	1.000000	Heart_-_Atrial_Appendage	0.000000
0.709091	1.000000	Heart_-_Atrial_Appendage	0.000000
0.713636	1.000000	Heart_-_Atrial_Appendage	0.000000
0.000000	0.352273	Heart_-_Atrial_Appendage	0.011175
0.409091	1.000000	Heart_-_Atrial_Appendage	0.000000
0.234091	0.988636	Heart_-_Atrial_Appendage	0.000000
0.745455	1.000000	Heart_-_Atrial_Appendage	0.000000
0.304545	0.988636	Heart_-_Atrial_Appendage	0.000000
0.000000	0.397727	Heart_-_Atrial_Appendage	0.011156
0.956818	1.000000	Heart_-_Atrial_Appendage	0.000000
0.000000	0.363636	Heart_-_Atrial_Appendage	0.011163
0.379545	0.988636	Heart_-_Atrial_Appendage	0.000000
0.325000	0.988636	Heart_-_Atrial_Appendage	0.000000
0.000000	0.511364	Heart_-_Atrial_Appendage	0.011047
0.095455	0.977273	Heart_-_Atrial_Appendage	0.000434
0.965909	1.000000	Heart_-_Atrial_Appendage	0.000000
0.000000	0.102273	Heart_-_Atrial_Appendage	0.011328
0.022727	0.920455	Heart_-_Atrial_Appendage	0.005637
0.000000	0.318182	Heart_-_Atrial_Appendage	0.011191
0.018182	0.897727	Heart_-_Atrial_Appendage	0.006675
0.438636	1.000000	Heart_-_Atrial_Appendage	0.000000
0.547727	1.000000	Heart_-_Atrial_Appendage	0.000000
0.968182	1.000000	Heart_-_Atrial_Appendage	0.000000
0.411364	1.000000	Heart_-_Atrial_Appendage	0.000000
0.236364	0.988636	Heart_-_Atrial_Appendage	0.000000
0.477273	1.000000	Heart_-_Atrial_Appendage	0.000000
0.000000	0.238636	Heart_-_Atrial_Appendage	0.011236
0.147727	0.977273	Heart_-_Atrial_Appendage	0.000044
0.472727	1.000000	Heart_-_Atrial_Appendage	0.000000
0.861364	1.000000	Heart_-_Atrial_Appendage	0.000000
0.050000	0.954545	Heart_-_Atrial_Appendage	0.001894
0.000000	0.693182	Heart_-_Atrial_Appendage	0.010472
0.920455	1.000000	Heart_-_Atrial_Appendage	0.000000
0.727273	1.000000	Heart_-_Atrial_Appendage	0.000000
0.218182	0.977273	Heart_-_Atrial_Appendage	0.000000
0.877273	1.000000	Heart_-_Atrial_Appendage	0.000000
0.131818	0.977273	Heart_-_Atrial_Appendage	0.000115
0.265909	0.988636	Heart_-_Atrial_Appendage	0.000000
0.120455	0.977273	Heart_-_Atrial_Appendage	0.000170
0.254545	0.988636	Heart_-_Atrial_Appendage	0.000000
0.422727	1.000000	Heart_-_Atrial_Appendage	0.000000
0.297727	0.988636	Heart_-_Atrial_Appendage	0.000000
0.652273	1.000000	Heart_-_Atrial_Appendage	0.000000
0.743182	1.000000	Heart_-_Atrial_Appendage	0.000000
0.461364	1.000000	Heart_-_Atrial_Appendage	0.000000
0.350000	0.988636	Heart_-_Atrial_Appendage	0.000000
0.156818	0.977273	Heart_-_Atrial_Appendage	0.000032
0.468182	1.000000	Heart_-_Atrial_Appendage	0.000000
0.293182	0.988636	Heart_-_Atrial_Appendage	0.000000
0.590909	1.000000	Heart_-_Atrial_Appendage	0.000000
0.659091	1.000000	Heart_-_Atrial_Appendage	0.000000
0.413636	1.000000	Heart_-_Atrial_Appendage	0.000000
0.415909	1.000000	Heart_-_Atrial_Appendage	0.000000
0.725000	1.000000	Heart_-_Atrial_Appendage	0.000000
0.686364	1.000000	Heart_-_Atrial_Appendage	0.000000
0.215909	0.977273	Heart_-_Atrial_Appendage	0.000000
0.000000	0.522727	Heart_-_Atrial_Appendage	0.011009
0.363636	0.988636	Heart_-_Atrial_Appendage	0.000000
0.000000	0.056818	Heart_-_Atrial_Appendage	0.011341
0.197727	0.977273	Heart_-_Atrial_Appendage	0.000002
0.961364	1.000000	Heart_-_Atrial_Appendage	0.000000
0.397727	0.988636	Heart_-_Atrial_Appendage	0.000000
0.675000	1.000000	Muscle_-_Skeletal	0.000000
0.804545	1.000000	Muscle_-_Skeletal	0.000000
0.575000	1.000000	Muscle_-_Skeletal	0.000000
0.559091	1.000000	Muscle_-_Skeletal	0.000000
0.595455	1.000000	Muscle_-_Skeletal	0.000000
0.572727	1.000000	Muscle_-_Skeletal	0.000000
0.563636	1.000000	Muscle_-_Skeletal	0.000000
0.590909	1.000000	Muscle_-_Skeletal	0.000000
0.570455	1.000000	Muscle_-_Skeletal	0.000000
0.543182	1.000000	Muscle_-_Skeletal	0.000000
0.536364	1.000000	Muscle_-_Skeletal	0.000000
0.527273	1.000000	Muscle_-_Skeletal	0.000000
0.531818	1.000000	Muscle_-_Skeletal	0.000000
0.522727	1.000000	Muscle_-_Skeletal	0.000000
0.520455	1.000000	Muscle_-_Skeletal	0.000000
0.534091	1.000000	Muscle_-_Skeletal	0.000000
0.545455	1.000000	Muscle_-_Skeletal	0.000000
0.152273	1.000000	Muscle_-_Skeletal	0.000000
0.529545	1.000000	Muscle_-_Skeletal	0.000000
0.518182	1.000000	Muscle_-_Skeletal	0.000000
0.513636	1.000000	Muscle_-_Skeletal	0.000000
0.525000	1.000000	Muscle_-_Skeletal	0.000000
0.515909	1.000000	Muscle_-_Skeletal	0.000000
0.509091	1.000000	Muscle_-_Skeletal	0.000000
0.506818	1.000000	Muscle_-_Skeletal	0.000000
0.511364	1.000000	Muscle_-_Skeletal	0.000000
0.504545	1.000000	Muscle_-_Skeletal	0.000000
0.502273	1.000000	Muscle_-_Skeletal	0.000000
0.500000	1.000000	Muscle_-_Skeletal	0.000000
0.497727	1.000000	Muscle_-_Skeletal	0.000000
0.495455	1.000000	Muscle_-_Skeletal	0.000000
0.493182	1.000000	Muscle_-_Skeletal	0.000000
0.490909	1.000000	Muscle_-_Skeletal	0.000000
0.488636	1.000000	Muscle_-_Skeletal	0.000000
0.486364	1.000000	Muscle_-_Skeletal	0.000000
0.484091	1.000000	Muscle_-_Skeletal	0.000000
0.775000	1.000000	Muscle_-_Skeletal	0.000000
0.547727	1.000000	Muscle_-_Skeletal	0.000000
0.481818	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.977273	Muscle_-_Skeletal	0.011363
0.081818	1.000000	Muscle_-_Skeletal	0.000000
0.479545	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.318182	Muscle_-_Skeletal	0.011364
0.000000	0.125000	Muscle_-_Skeletal	0.011364
0.477273	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.602273	Muscle_-_Skeletal	0.011364
0.175000	1.000000	Muscle_-_Skeletal	0.000000
0.961364	1.000000	Muscle_-_Skeletal	0.000000
0.475000	1.000000	Muscle_-_Skeletal	0.000000
0.472727	1.000000	Muscle_-_Skeletal	0.000000
0.470455	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.340909	Muscle_-_Skeletal	0.011364
0.000000	0.500000	Muscle_-_Skeletal	0.011364
0.677273	1.000000	Muscle_-_Skeletal	0.000000
0.052273	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.284091	Muscle_-_Skeletal	0.011364
0.000000	0.409091	Muscle_-_Skeletal	0.011364
0.304545	1.000000	Muscle_-_Skeletal	0.000000
0.209091	1.000000	Muscle_-_Skeletal	0.000000
0.465909	1.000000	Muscle_-_Skeletal	0.000000
0.288636	1.000000	Muscle_-_Skeletal	0.000000
0.468182	1.000000	Muscle_-_Skeletal	0.000000
0.722727	1.000000	Muscle_-_Skeletal	0.000000
0.875000	1.000000	Muscle_-_Skeletal	0.000000
0.463636	1.000000	Muscle_-_Skeletal	0.000000
0.652273	1.000000	Muscle_-_Skeletal	0.000000
0.461364	1.000000	Muscle_-_Skeletal	0.000000
0.015909	0.988636	Muscle_-_Skeletal	0.000000
0.129545	1.000000	Muscle_-_Skeletal	0.000000
0.920455	1.000000	Muscle_-_Skeletal	0.000000
0.459091	1.000000	Muscle_-_Skeletal	0.000000
0.402273	1.000000	Muscle_-_Skeletal	0.000000
0.456818	1.000000	Muscle_-_Skeletal	0.000000
0.454545	1.000000	Muscle_-_Skeletal	0.000000
0.902273	1.000000	Muscle_-_Skeletal	0.000000
0.929545	1.000000	Muscle_-_Skeletal	0.000000
0.361364	1.000000	Muscle_-_Skeletal	0.000000
0.009091	0.988636	Muscle_-_Skeletal	0.000000
0.865909	1.000000	Muscle_-_Skeletal	0.000000
0.452273	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.181818	Muscle_-_Skeletal	0.011364
0.645455	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.545455	Muscle_-_Skeletal	0.011364
0.000000	0.306818	Muscle_-_Skeletal	0.011364
0.347727	1.000000	Muscle_-_Skeletal	0.000000
0.840909	1.000000	Muscle_-_Skeletal	0.000000
0.781818	1.000000	Muscle_-_Skeletal	0.000000
0.450000	1.000000	Muscle_-_Skeletal	0.000000
0.368182	1.000000	Muscle_-_Skeletal	0.000000
0.715909	1.000000	Muscle_-_Skeletal	0.000000
0.056818	1.000000	Muscle_-_Skeletal	0.000000
0.222727	1.000000	Muscle_-_Skeletal	0.000000
0.650000	1.000000	Muscle_-_Skeletal	0.000000
0.247727	1.000000	Muscle_-_Skeletal	0.000000
0.447727	1.000000	Muscle_-_Skeletal	0.000000
0.861364	1.000000	Muscle_-_Skeletal	0.000000
0.415909	1.000000	Muscle_-_Skeletal	0.000000
0.768182	1.000000	Muscle_-_Skeletal	0.000000
0.400000	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.806818	Muscle_-_Skeletal	0.011364
0.000000	0.613636	Muscle_-_Skeletal	0.011364
0.000000	0.761364	Muscle_-_Skeletal	0.011364
0.250000	1.000000	Muscle_-_Skeletal	0.000000
0.165909	1.000000	Muscle_-_Skeletal	0.000000
0.125000	1.000000	Muscle_-_Skeletal	0.000000
0.445455	1.000000	Muscle_-_Skeletal	0.000000
0.793182	1.000000	Muscle_-_Skeletal	0.000000
0.045455	1.000000	Muscle_-_Skeletal	0.000000
0.243182	1.000000	Muscle_-_Skeletal	0.000000
0.443182	1.000000	Muscle_-_Skeletal	0.000000
0.554545	1.000000	Muscle_-_Skeletal	0.000000
0.093182	1.000000	Muscle_-_Skeletal	0.000000
0.281818	1.000000	Muscle_-_Skeletal	0.000000
0.365909	1.000000	Muscle_-_Skeletal	0.000000
0.022727	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.693182	Muscle_-_Skeletal	0.011364
0.000000	0.556818	Muscle_-_Skeletal	0.011364
0.106818	1.000000	Muscle_-_Skeletal	0.000000
0.440909	1.000000	Muscle_-_Skeletal	0.000000
0.986364	1.000000	Muscle_-_Skeletal	0.000000
0.634091	1.000000	Muscle_-_Skeletal	0.000000
0.625000	1.000000	Muscle_-_Skeletal	0.000000
0.636364	1.000000	Muscle_-_Skeletal	0.000000
0.197727	1.000000	Muscle_-_Skeletal	0.000000
0.827273	1.000000	Muscle_-_Skeletal	0.000000
0.895455	1.000000	Muscle_-_Skeletal	0.000000
0.984091	1.000000	Muscle_-_Skeletal	0.000000
0.350000	1.000000	Muscle_-_Skeletal	0.000000
0.272727	1.000000	Muscle_-_Skeletal	0.000000
0.890909	1.000000	Muscle_-_Skeletal	0.000000
0.095455	1.000000	Muscle_-_Skeletal	0.000000
0.790909	1.000000	Muscle_-_Skeletal	0.000000
0.740909	1.000000	Muscle_-_Skeletal	0.000000
0.293182	1.000000	Muscle_-_Skeletal	0.000000
0.540909	1.000000	Muscle_-_Skeletal	0.000000
0.975000	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.522727	Muscle_-_Skeletal	0.011364
0.329545	1.000000	Muscle_-_Skeletal	0.000000
0.438636	1.000000	Muscle_-_Skeletal	0.000000
0.988636	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.397727	Muscle_-_Skeletal	0.011364
0.000000	0.750000	Muscle_-_Skeletal	0.011364
0.006818	0.988636	Muscle_-_Skeletal	0.000000
0.000000	0.852273	Muscle_-_Skeletal	0.011364
0.765909	1.000000	Muscle_-_Skeletal	0.000000
0.306818	1.000000	Muscle_-_Skeletal	0.000000
0.750000	1.000000	Muscle_-_Skeletal	0.000000
0.325000	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.795455	Muscle_-_Skeletal	0.011364
0.000000	0.022727	Muscle_-_Skeletal	0.011364
0.013636	0.988636	Muscle_-_Skeletal	0.000000
0.352273	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.920455	Muscle_-_Skeletal	0.011364
0.577273	1.000000	Muscle_-_Skeletal	0.000000
0.584091	1.000000	Muscle_-_Skeletal	0.000000
0.295455	1.000000	Muscle_-_Skeletal	0.000000
0.593182	1.000000	Muscle_-_Skeletal	0.000000
0.618182	1.000000	Muscle_-_Skeletal	0.000000
0.990909	1.000000	Muscle_-_Skeletal	0.000000
0.179545	1.000000	Muscle_-_Skeletal	0.000000
0.277273	1.000000	Muscle_-_Skeletal	0.000000
0.690909	1.000000	Muscle_-_Skeletal	0.000000
0.336364	1.000000	Muscle_-_Skeletal	0.000000
0.031818	1.000000	Muscle_-_Skeletal	0.000000
0.552273	1.000000	Muscle_-_Skeletal	0.000000
0.397727	1.000000	Muscle_-_Skeletal	0.000000
0.193182	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.147727	Muscle_-_Skeletal	0.011364
0.215909	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.386364	Muscle_-_Skeletal	0.011364
0.090909	1.000000	Muscle_-_Skeletal	0.000000
0.388636	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.159091	Muscle_-_Skeletal	0.011364
0.697727	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.954545	Muscle_-_Skeletal	0.011364
0.395455	1.000000	Muscle_-_Skeletal	0.000000
0.972727	1.000000	Muscle_-_Skeletal	0.000000
0.718182	1.000000	Muscle_-_Skeletal	0.000000
0.888636	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.511364	Muscle_-_Skeletal	0.011364
0.300000	1.000000	Muscle_-_Skeletal	0.000000
0.806818	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.943182	Muscle_-_Skeletal	0.011364
0.118182	1.000000	Muscle_-_Skeletal	0.000000
0.386364	1.000000	Muscle_-_Skeletal	0.000000
0.240909	1.000000	Muscle_-_Skeletal	0.000000
0.343182	1.000000	Muscle_-_Skeletal	0.000000
0.950000	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.420455	Muscle_-_Skeletal	0.011364
0.879545	1.000000	Muscle_-_Skeletal	0.000000
0.686364	1.000000	Muscle_-_Skeletal	0.000000
0.170455	1.000000	Muscle_-_Skeletal	0.000000
0.868182	1.000000	Muscle_-_Skeletal	0.000000
0.034091	1.000000	Muscle_-_Skeletal	0.000000
0.177273	1.000000	Muscle_-_Skeletal	0.000000
0.436364	1.000000	Muscle_-_Skeletal	0.000000
0.227273	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.681818	Muscle_-_Skeletal	0.011364
0.259091	1.000000	Muscle_-_Skeletal	0.000000
0.393182	1.000000	Muscle_-_Skeletal	0.000000
0.770455	1.000000	Muscle_-_Skeletal	0.000000
0.265909	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.079545	Muscle_-_Skeletal	0.011364
0.145455	1.000000	Muscle_-_Skeletal	0.000000
0.729545	1.000000	Muscle_-_Skeletal	0.000000
0.661364	1.000000	Muscle_-_Skeletal	0.000000
0.629545	1.000000	Muscle_-_Skeletal	0.000000
0.615909	1.000000	Muscle_-_Skeletal	0.000000
0.620455	1.000000	Muscle_-_Skeletal	0.000000
0.100000	1.000000	Muscle_-_Skeletal	0.000000
0.359091	1.000000	Muscle_-_Skeletal	0.000000
0.679545	1.000000	Muscle_-_Skeletal	0.000000
0.363636	1.000000	Muscle_-_Skeletal	0.000000
0.154545	1.000000	Muscle_-_Skeletal	0.000000
0.413636	1.000000	Muscle_-_Skeletal	0.000000
0.925000	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.454545	Muscle_-_Skeletal	0.011364
0.695455	1.000000	Muscle_-_Skeletal	0.000000
0.704545	1.000000	Muscle_-_Skeletal	0.000000
0.863636	1.000000	Muscle_-_Skeletal	0.000000
0.040909	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.534091	Muscle_-_Skeletal	0.011364
0.000000	0.136364	Muscle_-_Skeletal	0.011364
0.434091	1.000000	Muscle_-_Skeletal	0.000000
0.172727	1.000000	Muscle_-_Skeletal	0.000000
0.893182	1.000000	Muscle_-_Skeletal	0.000000
0.643182	1.000000	Muscle_-_Skeletal	0.000000
0.309091	1.000000	Muscle_-_Skeletal	0.000000
0.168182	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.056818	Muscle_-_Skeletal	0.011364
0.852273	1.000000	Muscle_-_Skeletal	0.000000
0.579545	1.000000	Muscle_-_Skeletal	0.000000
0.068182	1.000000	Muscle_-_Skeletal	0.000000
0.995455	1.000000	Muscle_-_Skeletal	0.000000
0.218182	1.000000	Muscle_-_Skeletal	0.000000
0.959091	1.000000	Muscle_-_Skeletal	0.000000
0.763636	1.000000	Muscle_-_Skeletal	0.000000
0.431818	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.261364	Muscle_-_Skeletal	0.011364
0.000000	0.840909	Muscle_-_Skeletal	0.011364
0.027273	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.647727	Muscle_-_Skeletal	0.011364
0.000000	0.011364	Muscle_-_Skeletal	0.011364
0.872727	1.000000	Muscle_-_Skeletal	0.000000
0.004545	0.988636	Muscle_-_Skeletal	0.000001
0.940909	1.000000	Muscle_-_Skeletal	0.000000
0.802273	1.000000	Muscle_-_Skeletal	0.000000
1.000000	1.000000	Muscle_-_Skeletal	0.000000
0.668182	1.000000	Muscle_-_Skeletal	0.000000
0.822727	1.000000	Muscle_-_Skeletal	0.000000
0.670455	1.000000	Muscle_-_Skeletal	0.000000
0.245455	1.000000	Muscle_-_Skeletal	0.000000
0.656818	1.000000	Muscle_-_Skeletal	0.000000
0.334091	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.931818	Muscle_-_Skeletal	0.011364
0.845455	1.000000	Muscle_-_Skeletal	0.000000
0.195455	1.000000	Muscle_-_Skeletal	0.000000
0.836364	1.000000	Muscle_-_Skeletal	0.000000
0.200000	1.000000	Muscle_-_Skeletal	0.000000
0.211364	1.000000	Muscle_-_Skeletal	0.000000
0.047727	1.000000	Muscle_-_Skeletal	0.000000
0.206818	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.784091	Muscle_-_Skeletal	0.011364
0.709091	1.000000	Muscle_-_Skeletal	0.000000
0.918182	1.000000	Muscle_-_Skeletal	0.000000
0.159091	1.000000	Muscle_-_Skeletal	0.000000
0.979545	1.000000	Muscle_-_Skeletal	0.000000
0.297727	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.227273	Muscle_-_Skeletal	0.011364
0.756818	1.000000	Muscle_-_Skeletal	0.000000
0.588636	1.000000	Muscle_-_Skeletal	0.000000
0.581818	1.000000	Muscle_-_Skeletal	0.000000
0.556818	1.000000	Muscle_-_Skeletal	0.000000
0.561364	1.000000	Muscle_-_Skeletal	0.000000
0.977273	1.000000	Muscle_-_Skeletal	0.000000
0.565909	1.000000	Muscle_-_Skeletal	0.000000
0.586364	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.375000	Muscle_-_Skeletal	0.011364
0.936364	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.875000	Muscle_-_Skeletal	0.011364
0.377273	1.000000	Muscle_-_Skeletal	0.000000
0.127273	1.000000	Muscle_-_Skeletal	0.000000
0.429545	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.988636	Muscle_-_Skeletal	0.011363
0.550000	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.670455	Muscle_-_Skeletal	0.011364
0.000000	0.352273	Muscle_-_Skeletal	0.011364
0.000000	0.090909	Muscle_-_Skeletal	0.011364
0.881818	1.000000	Muscle_-_Skeletal	0.000000
0.050000	1.000000	Muscle_-_Skeletal	0.000000
0.870455	1.000000	Muscle_-_Skeletal	0.000000
0.036364	1.000000	Muscle_-_Skeletal	0.000000
0.761364	1.000000	Muscle_-_Skeletal	0.000000
0.745455	1.000000	Muscle_-_Skeletal	0.000000
0.927273	1.000000	Muscle_-_Skeletal	0.000000
0.072727	1.000000	Muscle_-_Skeletal	0.000000
0.025000	1.000000	Muscle_-_Skeletal	0.000000
0.275000	1.000000	Muscle_-_Skeletal	0.000000
0.236364	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.443182	Muscle_-_Skeletal	0.011364
0.934091	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.636364	Muscle_-_Skeletal	0.011364
0.000000	0.113636	Muscle_-_Skeletal	0.011364
0.163636	1.000000	Muscle_-_Skeletal	0.000000
0.684091	1.000000	Muscle_-_Skeletal	0.000000
0.020455	1.000000	Muscle_-_Skeletal	0.000000
0.800000	1.000000	Muscle_-_Skeletal	0.000000
0.315909	1.000000	Muscle_-_Skeletal	0.000000
0.700000	1.000000	Muscle_-_Skeletal	0.000000
0.797727	1.000000	Muscle_-_Skeletal	0.000000
0.838636	1.000000	Muscle_-_Skeletal	0.000000
0.659091	1.000000	Muscle_-_Skeletal	0.000000
0.734091	1.000000	Muscle_-_Skeletal	0.000000
0.738636	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.238636	Muscle_-_Skeletal	0.011364
0.886364	1.000000	Muscle_-_Skeletal	0.000000
0.647727	1.000000	Muscle_-_Skeletal	0.000000
0.186364	1.000000	Muscle_-_Skeletal	0.000000
0.854545	1.000000	Muscle_-_Skeletal	0.000000
0.043182	1.000000	Muscle_-_Skeletal	0.000000
0.111364	1.000000	Muscle_-_Skeletal	0.000000
0.356818	1.000000	Muscle_-_Skeletal	0.000000
0.900000	1.000000	Muscle_-_Skeletal	0.000000
0.011364	0.988636	Muscle_-_Skeletal	0.000000
0.904545	1.000000	Muscle_-_Skeletal	0.000000
0.825000	1.000000	Muscle_-_Skeletal	0.000000
0.161364	1.000000	Muscle_-_Skeletal	0.000000
0.213636	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.829545	Muscle_-_Skeletal	0.011364
0.000000	0.045455	Muscle_-_Skeletal	0.011364
0.229545	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.568182	Muscle_-_Skeletal	0.011364
0.427273	1.000000	Muscle_-_Skeletal	0.000000
0.850000	1.000000	Muscle_-_Skeletal	0.000000
0.611364	1.000000	Muscle_-_Skeletal	0.000000
0.609091	1.000000	Muscle_-_Skeletal	0.000000
0.597727	1.000000	Muscle_-_Skeletal	0.000000
0.425000	1.000000	Muscle_-_Skeletal	0.000000
0.772727	1.000000	Muscle_-_Skeletal	0.000000
0.054545	1.000000	Muscle_-_Skeletal	0.000000
0.077273	1.000000	Muscle_-_Skeletal	0.000000
0.422727	1.000000	Muscle_-_Skeletal	0.000000
0.322727	1.000000	Muscle_-_Skeletal	0.000000
0.743182	1.000000	Muscle_-_Skeletal	0.000000
0.220455	1.000000	Muscle_-_Skeletal	0.000000
0.725000	1.000000	Muscle_-_Skeletal	0.000000
0.140909	1.000000	Muscle_-_Skeletal	0.000000
0.190909	1.000000	Muscle_-_Skeletal	0.000000
0.256818	1.000000	Muscle_-_Skeletal	0.000000
0.906818	1.000000	Muscle_-_Skeletal	0.000000
0.029545	1.000000	Muscle_-_Skeletal	0.000000
0.086364	1.000000	Muscle_-_Skeletal	0.000000
0.538636	1.000000	Muscle_-_Skeletal	0.000000
0.059091	1.000000	Muscle_-_Skeletal	0.000000
0.234091	1.000000	Muscle_-_Skeletal	0.000000
0.252273	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.579545	Muscle_-_Skeletal	0.011364
0.204545	1.000000	Muscle_-_Skeletal	0.000000
0.327273	1.000000	Muscle_-_Skeletal	0.000000
0.079545	1.000000	Muscle_-_Skeletal	0.000000
0.131818	1.000000	Muscle_-_Skeletal	0.000000
0.231818	1.000000	Muscle_-_Skeletal	0.000000
0.877273	1.000000	Muscle_-_Skeletal	0.000000
0.143182	1.000000	Muscle_-_Skeletal	0.000000
0.084091	1.000000	Muscle_-_Skeletal	0.000000
0.713636	1.000000	Muscle_-_Skeletal	0.000000
0.815909	1.000000	Muscle_-_Skeletal	0.000000
0.943182	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.738636	Muscle_-_Skeletal	0.011364
0.302273	1.000000	Muscle_-_Skeletal	0.000000
0.913636	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.295455	Muscle_-_Skeletal	0.011364
0.938636	1.000000	Muscle_-_Skeletal	0.000000
0.375000	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.193182	Muscle_-_Skeletal	0.011364
0.829545	1.000000	Muscle_-_Skeletal	0.000000
0.736364	1.000000	Muscle_-_Skeletal	0.000000
0.038636	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.465909	Muscle_-_Skeletal	0.011364
0.150000	1.000000	Muscle_-_Skeletal	0.000000
0.706818	1.000000	Muscle_-_Skeletal	0.000000
0.820455	1.000000	Muscle_-_Skeletal	0.000000
0.318182	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.772727	Muscle_-_Skeletal	0.011364
0.909091	1.000000	Muscle_-_Skeletal	0.000000
0.015909	1.000000	Muscle_-_Skeletal	0.000000
0.088636	1.000000	Muscle_-_Skeletal	0.000000
0.911364	1.000000	Muscle_-_Skeletal	0.000000
0.818182	1.000000	Muscle_-_Skeletal	0.000000
0.970455	1.000000	Muscle_-_Skeletal	0.000000
0.754545	1.000000	Muscle_-_Skeletal	0.000000
0.097727	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.727273	Muscle_-_Skeletal	0.011364
0.784091	1.000000	Muscle_-_Skeletal	0.000000
0.270455	1.000000	Muscle_-_Skeletal	0.000000
0.731818	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.250000	Muscle_-_Skeletal	0.011364
0.600000	1.000000	Muscle_-_Skeletal	0.000000
0.602273	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.204545	Muscle_-_Skeletal	0.011364
0.622727	1.000000	Muscle_-_Skeletal	0.000000
0.604545	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.659091	Muscle_-_Skeletal	0.011364
0.613636	1.000000	Muscle_-_Skeletal	0.000000
0.640909	1.000000	Muscle_-_Skeletal	0.000000
0.338636	1.000000	Muscle_-_Skeletal	0.000000
0.711364	1.000000	Muscle_-_Skeletal	0.000000
0.809091	1.000000	Muscle_-_Skeletal	0.000000
0.147727	1.000000	Muscle_-_Skeletal	0.000000
0.000000	0.625000	Muscle_-_Skeletal	0.011364
