FPR	TPR	Tissue	Treshold
0.163636	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001954
0.446970	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000136
0.875758	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.048485	0.454545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004675
0.518182	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000078
0.483333	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000099
0.334848	0.836364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000569
0.740909	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000002
0.106061	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003072
0.315152	0.818182	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000662
0.283333	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000901
0.095455	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003318
0.959091	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.200000	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001611
0.495455	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000092
0.798485	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.550000	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000057
0.831818	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.137879	0.581818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002410
0.533333	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000069
0.395455	0.890909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000245
0.089394	0.545455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003368
0.181818	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001755
0.489394	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000096
0.887879	0.981818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.015152	0.218182	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.007750
0.237879	0.690909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001349
0.501515	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000090
0.504545	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000088
0.880303	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.912121	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.169697	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001855
0.221212	0.690909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001481
0.621212	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000025
0.051515	0.454545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004497
0.753030	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000001
0.936364	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.183333	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001752
0.486364	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000097
0.534848	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000066
0.457576	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000125
0.410606	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000194
0.237879	0.709091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001315
0.846970	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.151515	0.600000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002224
0.001515	0.018182	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.011945
0.568182	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000050
0.012121	0.163636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.008692
0.827273	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.478788	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000100
0.812121	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.778788	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.440909	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000152
0.368182	0.872727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000377
0.839394	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.537879	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000066
0.587879	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000036
0.981818	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.116667	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002705
0.060606	0.454545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004155
0.307576	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000696
0.189394	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001713
0.918182	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.693939	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000007
0.136364	0.581818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002434
0.853030	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.793939	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.054545	0.454545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004353
0.725758	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000003
0.013636	0.181818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.008455
0.524242	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000075
0.854545	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.028788	0.290909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.006268
0.686364	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000008
0.883333	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.383333	0.872727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000326
0.769697	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.701515	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000006
0.371212	0.872727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000365
0.009091	0.163636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.008726
0.560606	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000054
0.807576	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.665152	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000014
0.443939	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000139
0.843939	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.218182	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001497
0.569697	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000046
0.759091	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000001
0.662121	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000014
0.954545	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.469697	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000117
0.319697	0.818182	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000642
0.515152	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000079
0.087879	0.545455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003402
0.484848	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000098
0.637879	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000019
0.993939	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.281818	0.781818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000915
0.306061	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000701
0.240909	0.745455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001303
0.224242	0.690909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001457
0.737879	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000002
0.454545	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000130
0.900000	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.090909	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003342
0.512121	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000080
0.456061	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000129
0.996970	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.901515	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.583333	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000038
0.531818	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000071
0.031818	0.309091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.005928
0.983333	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.068182	0.454545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004038
0.404545	0.890909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000212
0.160606	0.636364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002087
0.339394	0.854545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000533
0.940909	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.745455	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000001
0.600000	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000033
0.175758	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001798
0.130303	0.581818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002505
0.680303	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000010
0.581818	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000040
0.287879	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000843
0.821212	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.219697	0.690909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001493
0.128788	0.581818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002515
0.004545	0.127273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.009662
0.583333	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000037
0.816667	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.100000	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003211
0.324242	0.836364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000617
0.003030	0.109091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.009768
0.522727	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000076
0.727273	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000003
0.409091	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000204
0.353030	0.854545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000453
0.125758	0.581818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002555
0.204545	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001587
0.554545	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000056
0.460606	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000122
0.269697	0.781818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000982
0.337879	0.836364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000539
0.962121	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.963636	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.842424	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.354545	0.854545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000451
0.133333	0.581818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002447
0.684848	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000008
0.836364	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.746970	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000001
0.256061	0.745455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001156
0.086364	0.545455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003430
0.437879	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000155
0.351515	0.854545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000454
0.156061	0.636364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002098
0.254545	0.745455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001177
0.439394	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000152
0.551515	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000057
0.743939	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000001
0.892424	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.922727	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.640909	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000019
0.490909	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000095
0.645455	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000018
0.977273	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.730303	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000003
0.960606	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.390909	0.872727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000261
0.212121	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001539
0.975758	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.321212	0.836364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000623
0.474242	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000113
0.625758	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000024
0.080303	0.527273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003552
0.618182	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000026
0.078788	0.472727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003694
0.075758	0.454545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003793
0.436364	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000158
0.654545	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000016
0.466667	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000118
0.187879	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001724
0.557576	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000055
0.565152	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000052
0.487879	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000097
0.059091	0.454545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004172
0.380303	0.872727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000328
0.493939	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000094
0.604545	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000031
0.895455	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.442424	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000142
0.042424	0.381818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.005361
0.500000	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000091
0.980303	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.643939	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000018
0.365152	0.872727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000382
0.081818	0.545455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003460
0.245455	0.745455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001256
0.153030	0.618182	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002160
0.021212	0.236364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.007094
0.507576	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000086
0.448485	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000133
0.284848	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000872
0.286364	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000862
0.119697	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002670
0.830303	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.584848	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000037
0.577273	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000043
0.937879	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.113636	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002777
0.468182	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000118
0.407576	0.890909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000208
0.118182	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002681
0.289394	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000838
0.656061	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000015
0.589394	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000035
0.406061	0.890909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000209
0.269697	0.763636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000987
0.536364	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000066
0.409091	0.890909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000205
0.527273	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000072
0.275758	0.781818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000937
0.772727	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.896970	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.348485	0.854545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000461
0.950000	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.040909	0.345455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.005542
0.186364	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001739
0.810606	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.492424	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000094
0.298485	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000785
0.463636	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000121
0.646970	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000018
0.887879	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.906061	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.207576	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001554
0.425758	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000164
0.850000	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.243939	0.745455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001270
0.050000	0.454545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004519
0.563636	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000052
0.293939	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000799
0.566667	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000052
0.972727	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.945455	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.995455	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.913636	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.110606	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002902
0.103030	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003083
0.709091	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000005
0.427273	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000164
0.004545	0.145455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.009530
0.428788	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000163
0.924242	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.375758	0.872727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000347
0.295455	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000799
0.692424	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000007
0.477273	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000107
0.253030	0.745455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001218
0.453030	0.927273	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000130
0.824242	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.840909	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.934848	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.690909	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000007
0.828788	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.893939	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.165152	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001928
0.968182	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.760606	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000001
0.036364	0.309091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.005833
0.696970	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000006
0.180303	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001771
0.048485	0.436364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004776
0.718182	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000004
0.046970	0.436364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.004914
0.162121	0.654545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001984
0.724242	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000003
0.809091	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.022727	0.272727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.006808
0.392424	0.872727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000260
0.154545	0.618182	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002147
0.003030	0.054545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.011035
0.946970	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.777273	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.989394	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.783333	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.575758	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000043
0.848485	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.206061	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001568
0.310606	0.800000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000680
0.412121	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000188
0.416667	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000179
0.196970	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001665
0.706061	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000005
0.146970	0.581818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002317
0.622727	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000024
0.160606	0.654545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002083
0.750000	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000001
0.080303	0.490909	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003623
0.192424	0.672727	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.001686
0.904545	1.000000	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.093939	0.563636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.003341
0.019697	0.236364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.007205
0.350000	0.854545	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000457
0.327273	0.836364	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000599
0.603030	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000032
0.677273	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000010
0.601515	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000032
0.801515	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000000
0.624242	0.963636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000024
0.422727	0.909091	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000167
0.465152	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000118
0.145455	0.581818	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.002348
0.503030	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000090
0.513636	0.945455	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000080
0.268182	0.763636	Brain_-_Anterior_Cingulate_Cortex_(Ba24)	0.000987
