ratio	counts
0.0	245
0.0008673026886383347	289
0.0017346053772766695	313
0.0026019080659150044	336
0.003469210754553339	348
0.004336513443191674	365
0.005203816131830009	15602
0.006071118820468344	17389
0.006938421509106678	18307
0.007805724197745013	18929
0.008673026886383347	19432
0.009540329575021683	19784
0.010407632263660017	20059
0.011274934952298352	20280
0.012142237640936688	20510
0.013009540329575022	20705
0.013876843018213356	20883
0.014744145706851692	21063
0.015611448395490026	21188
0.01647875108412836	21317
0.017346053772766695	21420
0.01821335646140503	21532
0.019080659150043366	21644
0.0199479618386817	21742
0.020815264527320035	21834
0.02168256721595837	21932
0.022549869904596703	22006
0.023417172593235037	22093
0.024284475281873375	22150
0.02515177797051171	22230
0.026019080659150044	22315
0.026886383347788378	22375
0.027753686036426712	22462
0.028620988725065046	22544
0.029488291413703384	22590
0.030355594102341718	22655
0.031222896790980052	22705
0.032090199479618386	22769
0.03295750216825672	22826
0.033824804856895055	22872
0.03469210754553339	22932
0.03555941023417172	22966
0.03642671292281006	23010
0.0372940156114484	23062
0.03816131830008673	23097
0.03902862098872507	23138
0.0398959236773634	23186
0.040763226366001735	23223
0.04163052905464007	23267
0.042497831743278404	23333
0.04336513443191674	23372
0.04423243712055507	23417
0.045099739809193407	23449
0.04596704249783174	23481
0.046834345186470075	23514
0.047701647875108416	23543
0.04856895056374675	23583
0.049436253252385085	23621
0.05030355594102342	23657
0.05117085862966175	23692
0.05203816131830009	23719
0.05290546400693842	23744
0.053772766695576756	23790
0.05464006938421509	23829
0.055507372072853424	23859
0.05637467476149176	23897
0.05724197745013009	23932
0.058109280138768434	23953
0.05897658282740677	23979
0.0598438855160451	24005
0.060711188204683436	24035
0.06157849089332177	24060
0.062445793581960105	24084
0.06331309627059845	24104
0.06418039895923677	24134
0.06504770164787511	24163
0.06591500433651344	24192
0.06678230702515178	24214
0.06764960971379011	24238
0.06851691240242845	24261
0.06938421509106678	24284
0.07025151777970512	24306
0.07111882046834345	24332
0.07198612315698179	24360
0.07285342584562012	24386
0.07372072853425846	24411
0.0745880312228968	24435
0.07545533391153512	24458
0.07632263660017347	24480
0.07718993928881179	24504
0.07805724197745013	24526
0.07892454466608846	24548
0.0797918473547268	24576
0.08065915004336513	24598
0.08152645273200347	24616
0.0823937554206418	24634
0.08326105810928014	24662
0.08412836079791847	24686
0.08499566348655681	24705
0.08586296617519515	24732
0.08673026886383348	24758
0.08759757155247182	24771
0.08846487424111014	24803
0.08933217692974849	24822
0.09019947961838681	24841
0.09106678230702515	24866
0.09193408499566348	24884
0.09280138768430182	24893
0.09366869037294015	24919
0.09453599306157849	24937
0.09540329575021683	24953
0.09627059843885516	24976
0.0971379011274935	25000
0.09800520381613183	25025
0.09887250650477017	25042
0.0997398091934085	25068
0.10060711188204684	25085
0.10147441457068516	25100
0.1023417172593235	25120
0.10320901994796183	25144
0.10407632263660017	25164
0.1049436253252385	25183
0.10581092801387684	25207
0.10667823070251518	25229
0.10754553339115351	25242
0.10841283607979185	25255
0.10928013876843018	25273
0.11014744145706852	25290
0.11101474414570685	25306
0.11188204683434519	25329
0.11274934952298352	25350
0.11361665221162186	25365
0.11448395490026018	25378
0.11535125758889853	25393
0.11621856027753687	25406
0.1170858629661752	25426
0.11795316565481354	25445
0.11882046834345186	25463
0.1196877710320902	25479
0.12055507372072853	25496
0.12142237640936687	25517
0.1222896790980052	25542
0.12315698178664354	25565
0.12402428447528187	25585
0.12489158716392021	25600
0.12575888985255854	25617
0.1266261925411969	25629
0.12749349522983522	25651
0.12836079791847355	25670
0.12922810060711187	25685
0.13009540329575023	25706
0.13096270598438856	25720
0.13183000867302688	25738
0.1326973113616652	25755
0.13356461405030357	25767
0.1344319167389419	25777
0.13529921942758022	25791
0.13616652211621855	25805
0.1370338248048569	25819
0.13790112749349523	25833
0.13876843018213356	25847
0.1396357328707719	25865
0.14050303555941024	25880
0.14137033824804857	25901
0.1422376409366869	25910
0.14310494362532525	25928
0.14397224631396358	25944
0.1448395490026019	25958
0.14570685169124023	25974
0.14657415437987859	25989
0.1474414570685169	26000
0.14830875975715524	26013
0.1491760624457936	26030
0.15004336513443192	26039
0.15091066782307025	26057
0.15177797051170858	26071
0.15264527320034693	26082
0.15351257588898526	26093
0.15437987857762359	26106
0.1552471812662619	26116
0.15611448395490027	26135
0.1569817866435386	26147
0.15784908933217692	26161
0.15871639202081528	26177
0.1595836947094536	26195
0.16045099739809193	26210
0.16131830008673026	26227
0.16218560277536861	26247
0.16305290546400694	26259
0.16392020815264527	26273
0.1647875108412836	26282
0.16565481352992195	26298
0.16652211621856028	26312
0.1673894189071986	26322
0.16825672159583693	26337
0.1691240242844753	26354
0.16999132697311362	26367
0.17085862966175194	26386
0.1717259323503903	26397
0.17259323503902863	26412
0.17346053772766695	26424
0.17432784041630528	26438
0.17519514310494363	26456
0.17606244579358196	26466
0.1769297484822203	26480
0.17779705117085862	26496
0.17866435385949697	26506
0.1795316565481353	26517
0.18039895923677363	26530
0.18126626192541198	26543
0.1821335646140503	26553
0.18300086730268864	26563
0.18386816999132696	26572
0.18473547267996532	26581
0.18560277536860365	26599
0.18647007805724197	26612
0.1873373807458803	26625
0.18820468343451865	26635
0.18907198612315698	26650
0.1899392888117953	26670
0.19080659150043366	26686
0.191673894189072	26699
0.19254119687771032	26712
0.19340849956634865	26723
0.194275802254987	26735
0.19514310494362533	26746
0.19601040763226366	26757
0.19687771032090198	26770
0.19774501300954034	26778
0.19861231569817867	26786
0.199479618386817	26796
0.20034692107545535	26810
0.20121422376409367	26823
0.202081526452732	26840
0.20294882914137033	26847
0.20381613183000868	26853
0.204683434518647	26867
0.20555073720728534	26881
0.20641803989592367	26889
0.20728534258456202	26908
0.20815264527320035	26921
0.20901994796183868	26938
0.209887250650477	26951
0.21075455333911536	26961
0.21162185602775369	26974
0.212489158716392	26987
0.21335646140503037	26996
0.2142237640936687	27007
0.21509106678230702	27017
0.21595836947094535	27025
0.2168256721595837	27037
0.21769297484822203	27051
0.21856027753686036	27061
0.2194275802254987	27068
0.22029488291413704	27076
0.22116218560277537	27086
0.2220294882914137	27096
0.22289679098005205	27103
0.22376409366869038	27113
0.2246313963573287	27128
0.22549869904596703	27138
0.2263660017346054	27144
0.22723330442324371	27150
0.22810060711188204	27164
0.22896790980052037	27175
0.22983521248915872	27192
0.23070251517779705	27202
0.23156981786643538	27210
0.23243712055507373	27221
0.23330442324371206	27232
0.2341717259323504	27243
0.23503902862098872	27258
0.23590633130962707	27272
0.2367736339982654	27280
0.23764093668690373	27290
0.23850823937554205	27298
0.2393755420641804	27309
0.24024284475281873	27313
0.24111014744145706	27324
0.2419774501300954	27343
0.24284475281873374	27357
0.24371205550737207	27368
0.2445793581960104	27380
0.24544666088464875	27386
0.24631396357328708	27395
0.2471812662619254	27406
0.24804856895056374	27419
0.2489158716392021	27428
0.24978317432784042	27441
0.25065047701647875	27455
0.2515177797051171	27465
0.2523850823937554	27479
0.2532523850823938	27485
0.2541196877710321	27492
0.25498699045967044	27500
0.25585429314830876	27509
0.2567215958369471	27522
0.2575888985255854	27531
0.25845620121422375	27542
0.2593235039028621	27555
0.26019080659150046	27569
0.2610581092801388	27581
0.2619254119687771	27590
0.26279271465741544	27605
0.26366001734605377	27610
0.2645273200346921	27619
0.2653946227233304	27633
0.2662619254119688	27645
0.26712922810060713	27656
0.26799653078924546	27669
0.2688638334778838	27680
0.2697311361665221	27694
0.27059843885516044	27699
0.27146574154379877	27711
0.2723330442324371	27722
0.2732003469210755	27734
0.2740676496097138	27741
0.27493495229835213	27751
0.27580225498699046	27766
0.2766695576756288	27773
0.2775368603642671	27781
0.27840416305290544	27791
0.2792714657415438	27800
0.28013876843018215	27809
0.2810060711188205	27818
0.2818733738074588	27826
0.28274067649609713	27838
0.28360797918473546	27852
0.2844752818733738	27858
0.28534258456201217	27870
0.2862098872506505	27883
0.2870771899392888	27891
0.28794449262792715	27902
0.2888117953165655	27911
0.2896790980052038	27924
0.29054640069384213	27932
0.29141370338248046	27943
0.29228100607111884	27952
0.29314830875975717	27966
0.2940156114483955	27974
0.2948829141370338	27980
0.29575021682567215	27984
0.2966175195143105	27995
0.2974848222029488	28005
0.2983521248915872	28011
0.2992194275802255	28015
0.30008673026886384	28020
0.30095403295750217	28026
0.3018213356461405	28034
0.3026886383347788	28042
0.30355594102341715	28051
0.3044232437120555	28059
0.30529054640069386	28068
0.3061578490893322	28073
0.3070251517779705	28081
0.30789245446660884	28088
0.30875975715524717	28101
0.3096270598438855	28120
0.3104943625325238	28130
0.3113616652211622	28144
0.31222896790980054	28158
0.31309627059843886	28169
0.3139635732870772	28181
0.3148308759757155	28198
0.31569817866435385	28212
0.3165654813529922	28220
0.31743278404163056	28231
0.3183000867302689	28245
0.3191673894189072	28253
0.32003469210754554	28265
0.32090199479618386	28276
0.3217692974848222	28287
0.3226366001734605	28301
0.32350390286209885	28308
0.32437120555073723	28321
0.32523850823937556	28335
0.3261058109280139	28343
0.3269731136166522	28358
0.32784041630529054	28369
0.32870771899392887	28380
0.3295750216825672	28390
0.3304423243712056	28399
0.3313096270598439	28414
0.33217692974848223	28428
0.33304423243712056	28439
0.3339115351257589	28445
0.3347788378143972	28452
0.33564614050303554	28458
0.33651344319167387	28469
0.33738074588031225	28480
0.3382480485689506	28487
0.3391153512575889	28495
0.33998265394622723	28507
0.34084995663486556	28517
0.3417172593235039	28528
0.3425845620121422	28538
0.3434518647007806	28547
0.3443191673894189	28552
0.34518647007805725	28558
0.3460537727666956	28569
0.3469210754553339	28576
0.34778837814397223	28585
0.34865568083261056	28595
0.34952298352124894	28603
0.35039028620988727	28616
0.3512575888985256	28632
0.3521248915871639	28640
0.35299219427580225	28644
0.3538594969644406	28652
0.3547267996530789	28658
0.35559410234171723	28668
0.3564614050303556	28681
0.35732870771899394	28692
0.35819601040763227	28706
0.3590633130962706	28714
0.3599306157849089	28727
0.36079791847354725	28739
0.3616652211621856	28749
0.36253252385082396	28758
0.3633998265394623	28772
0.3642671292281006	28785
0.36513443191673894	28804
0.36600173460537727	28816
0.3668690372940156	28824
0.3677363399826539	28833
0.3686036426712923	28841
0.36947094535993064	28849
0.37033824804856896	28861
0.3712055507372073	28867
0.3720728534258456	28875
0.37294015611448394	28879
0.3738074588031223	28891
0.3746747614917606	28905
0.375542064180399	28913
0.3764093668690373	28925
0.37727666955767564	28938
0.37814397224631396	28942
0.3790112749349523	28951
0.3798785776235906	28959
0.38074588031222895	28963
0.38161318300086733	28971
0.38248048568950566	28982
0.383347788378144	28994
0.3842150910667823	29008
0.38508239375542064	29021
0.38594969644405897	29035
0.3868169991326973	29043
0.3876843018213356	29055
0.388551604509974	29062
0.38941890719861233	29073
0.39028620988725066	29076
0.391153512575889	29084
0.3920208152645273	29095
0.39288811795316564	29108
0.39375542064180397	29118
0.39462272333044235	29125
0.3954900260190807	29139
0.396357328707719	29150
0.39722463139635733	29158
0.39809193408499566	29164
0.398959236773634	29167
0.3998265394622723	29179
0.4006938421509107	29192
0.401561144839549	29198
0.40242844752818735	29204
0.4032957502168257	29210
0.404163052905464	29218
0.40503035559410233	29227
0.40589765828274066	29239
0.406764960971379	29249
0.40763226366001737	29258
0.4084995663486557	29268
0.409366869037294	29274
0.41023417172593235	29281
0.4111014744145707	29288
0.411968777103209	29291
0.41283607979184733	29299
0.4137033824804857	29307
0.41457068516912404	29312
0.41543798785776237	29321
0.4163052905464007	29326
0.417172593235039	29335
0.41803989592367735	29346
0.4189071986123157	29357
0.419774501300954	29365
0.4206418039895924	29372
0.4215091066782307	29380
0.42237640936686904	29389
0.42324371205550737	29405
0.4241110147441457	29410
0.424978317432784	29420
0.42584562012142235	29431
0.42671292281006074	29444
0.42758022549869906	29451
0.4284475281873374	29461
0.4293148308759757	29466
0.43018213356461404	29472
0.43104943625325237	29478
0.4319167389418907	29483
0.4327840416305291	29500
0.4336513443191674	29511
0.43451864700780574	29521
0.43538594969644406	29530
0.4362532523850824	29538
0.4371205550737207	29544
0.43798785776235905	29551
0.4388551604509974	29560
0.43972246313963576	29573
0.4405897658282741	29584
0.4414570685169124	29590
0.44232437120555074	29605
0.44319167389418906	29615
0.4440589765828274	29620
0.4449262792714657	29626
0.4457935819601041	29633
0.44666088464874243	29646
0.44752818733738076	29656
0.4483954900260191	29666
0.4492627927146574	29680
0.45013009540329574	29690
0.45099739809193407	29702
0.4518647007805724	29708
0.4527320034692108	29716
0.4535993061578491	29730
0.45446660884648743	29744
0.45533391153512576	29755
0.4562012142237641	29766
0.4570685169124024	29773
0.45793581960104074	29781
0.4588031222896791	29797
0.45967042497831745	29806
0.4605377276669558	29817
0.4614050303555941	29823
0.46227233304423243	29832
0.46313963573287076	29842
0.4640069384215091	29848
0.46487424111014747	29857
0.4657415437987858	29864
0.4666088464874241	29874
0.46747614917606245	29879
0.4683434518647008	29883
0.4692107545533391	29890
0.47007805724197743	29905
0.47094535993061576	29917
0.47181266261925414	29932
0.47267996530789247	29941
0.4735472679965308	29947
0.4744145706851691	29956
0.47528187337380745	29961
0.4761491760624458	29968
0.4770164787510841	29976
0.4778837814397225	29987
0.4787510841283608	29993
0.47961838681699914	29999
0.48048568950563747	30010
0.4813529921942758	30021
0.4822202948829141	30029
0.48308759757155245	30037
0.4839549002601908	30047
0.48482220294882916	30056
0.4856895056374675	30062
0.4865568083261058	30069
0.48742411101474414	30077
0.48829141370338247	30083
0.4891587163920208	30090
0.4900260190806591	30096
0.4908933217692975	30102
0.49176062445793584	30112
0.49262792714657416	30122
0.4934952298352125	30128
